Landmark,Coordinate 1,Coordinate 2,Coordinate 3,Coordinate 4,Coordinate 5,Coordinate 6,Coordinate 7,Coordinate 8,Coordinate 9,Coordinate 10,Coordinate 11,Coordinate 12,Coordinate 13,Coordinate 14,Coordinate 15,Coordinate 16,Coordinate 17,Coordinate 18,Coordinate 19,Coordinate 20,Coordinate 21,Coordinate 22,Coordinate 23,Coordinate 24,Coordinate 25,Coordinate 26,Coordinate 27,Coordinate 28,Coordinate 29,Coordinate 30,Coordinate 31,Coordinate 32,Coordinate 33,Coordinate 34,Coordinate 35,Coordinate 36,Coordinate 37,Coordinate 38,Coordinate 39,Coordinate 40,Coordinate 41,Coordinate 42,Coordinate 43,Coordinate 44,Coordinate 45,Coordinate 46,Coordinate 47,Coordinate 48,Coordinate 49,Coordinate 50,Coordinate 51,Coordinate 52,Coordinate 53,Coordinate 54,Coordinate 55,Coordinate 56,Coordinate 57,Coordinate 58,Coordinate 59,Coordinate 60,Coordinate 61,Coordinate 62,Coordinate 63,Coordinate 64,Coordinate 65,Coordinate 66,Coordinate 67,Coordinate 68,Coordinate 69,Coordinate 70,Coordinate 71,Coordinate 72,Coordinate 73,Coordinate 74,Coordinate 75,Coordinate 76,Coordinate 77,Coordinate 78,Coordinate 79,Coordinate 80,Coordinate 81,Coordinate 82,Coordinate 83,Coordinate 84,Coordinate 85,Coordinate 86,Coordinate 87,Coordinate 88,Coordinate 89,Coordinate 90,Coordinate 91,Coordinate 92,Coordinate 93,Coordinate 94,Coordinate 95,Coordinate 96,Coordinate 97,Coordinate 98,Coordinate 99,Coordinate 100,Coordinate 101,Coordinate 102,Coordinate 103,Coordinate 104,Coordinate 105,Coordinate 106,Coordinate 107,Coordinate 108,Coordinate 109,Coordinate 110,Coordinate 111,Coordinate 112,Coordinate 113,Coordinate 114,Coordinate 115,Coordinate 116,Coordinate 117,Coordinate 118,Coordinate 119,Coordinate 120,Coordinate 121,Coordinate 122,Coordinate 123,Coordinate 124,Coordinate 125,Coordinate 126,Coordinate 127,Coordinate 128
107,278,163,279,163,279,163,280,163,279,163,280,164,279,164,279,164,280,164,280,165,280,165,280,166,280,165,280,166,280,166,280,166,280,166,280,165,280,166,280,165,280,165,279,165,280,165,280,165,280,165,280,165,280,166,279,166,279,166,279,166,279,166,279,166,279,166,278,166,279,166,278,166,278,166,278,166,278,166,278,165,278,166,278,165,278,166,278,165,278,165,278,165,278,165,277,165,277,165,276,164,276,164,276,164,277,164,277,164
276,397,172,397,172,397,172,397,172,397,172,397,173,398,173,398,173,398,173,398,174,398,174,398,174,398,174,398,175,398,174,398,175,398,175,398,174,398,175,398,174,398,174,398,174,398,174,398,174,398,174,398,175,398,175,398,175,398,175,399,175,399,175,399,174,399,174,399,174,399,175,399,175,398,175,398,175,398,174,398,174,398,174,397,174,397,174,397,174,397,175,396,175,396,175,396,175,396,174,396,174,396,173,395,173,395,173,395,173
283,388,163,388,163,387,164,388,164,388,164,388,164,388,164,388,165,389,165,389,166,389,165,389,166,389,166,389,166,389,166,389,167,389,166,389,166,389,166,389,165,388,166,389,165,389,165,389,166,389,166,389,167,389,166,389,167,389,167,389,166,390,166,390,166,390,166,389,166,389,166,389,166,389,166,389,166,389,166,389,166,389,166,388,166,388,166,388,166,387,166,387,167,387,167,386,166,386,166,386,165,387,165,386,165,385,165,385,165
282,374,160,374,160,374,160,374,161,374,161,374,161,375,161,375,162,375,162,375,163,375,162,375,163,375,163,375,163,375,163,375,163,375,163,375,163,375,163,375,162,375,163,375,162,375,162,375,163,375,163,375,164,375,164,375,164,375,163,375,163,376,163,376,163,376,163,375,163,375,163,375,163,375,163,375,163,375,163,375,163,375,163,374,163,374,163,374,163,374,163,373,163,373,164,373,163,373,163,372,162,373,162,372,162,371,162,372,162
295,355,163,355,163,355,163,355,163,355,163,356,164,356,164,356,164,356,164,356,165,356,165,356,166,356,165,356,166,356,166,356,166,356,166,356,165,356,165,356,165,356,165,356,165,356,165,356,165,357,165,356,166,356,166,356,166,356,166,356,166,357,166,357,166,357,166,356,166,356,166,356,166,356,166,356,166,355,165,356,165,355,165,355,165,355,166,355,165,355,165,354,166,354,166,354,165,354,165,353,165,354,164,353,164,353,164,353,164
300,402,168,401,168,401,168,401,168,401,168,402,169,402,169,402,169,402,169,403,170,403,170,403,170,402,170,403,171,403,170,403,171,403,171,402,170,402,171,403,170,402,170,402,170,402,170,402,170,403,170,403,171,403,171,403,171,403,171,403,171,404,171,404,171,404,171,403,171,403,171,403,171,402,171,402,171,402,170,403,170,403,170,401,171,402,171,402,171,401,171,401,171,400,172,400,171,400,171,400,170,400,169,400,169,399,169,399,169
293,392,157,392,157,392,157,392,157,392,157,392,158,393,158,393,158,393,158,393,159,393,159,393,159,393,159,393,160,393,159,393,160,393,160,393,159,393,159,393,159,393,159,393,159,393,159,393,159,393,159,393,160,393,160,393,160,393,160,394,160,394,160,394,159,394,159,394,159,394,160,394,160,393,159,393,160,393,159,393,159,393,159,392,160,392,160,392,159,392,159,391,160,391,161,390,160,391,160,390,159,391,158,390,158,390,158,390,158
334,376,152,376,152,376,152,376,153,376,152,377,153,377,153,377,153,377,153,378,154,378,154,378,155,377,154,378,155,378,155,378,155,377,155,377,154,377,155,378,154,377,154,377,154,377,154,377,154,378,154,377,155,377,155,377,155,378,155,378,155,378,155,378,155,378,155,378,155,378,155,378,155,377,155,377,155,377,154,377,154,377,154,377,155,376,155,377,155,376,155,375,155,375,156,375,155,375,155,375,154,375,153,374,153,374,153,374,153
296,356,154,356,154,356,154,356,155,356,154,357,155,357,155,357,155,357,155,357,156,357,156,357,157,357,156,357,157,357,157,357,157,357,157,357,157,357,157,357,156,357,156,357,156,357,156,357,156,357,156,357,157,357,157,357,157,357,157,357,157,358,157,358,157,358,157,357,157,357,157,357,157,357,157,356,157,356,157,357,156,356,157,356,157,356,157,356,157,355,157,355,157,355,157,354,157,354,156,354,156,354,155,354,155,353,155,354,155
336,332,159,332,158,332,158,332,159,332,159,333,159,332,159,333,160,333,160,333,161,333,161,333,161,333,161,333,161,333,161,333,162,333,162,333,161,333,161,333,161,333,161,333,160,333,161,333,161,333,161,333,161,333,162,333,162,333,162,332,162,333,162,333,161,333,161,332,161,333,161,332,161,332,161,332,161,332,161,332,161,332,161,332,161,331,161,332,161,331,161,331,161,331,161,330,161,330,161,330,160,330,160,330,160,329,160,329,160
